Ticker^Time^Last Price^Change (abs)^Change (%)^Price before closing^Price at opening^Minimum price^Average overpriced^Pieces per day^Quantity per day^Rub^Number of transactions per day
+МосЭнерго^16:20:13^2.267^+0.0725^+3.30%^2.1945^2.187^2.1455^2.271^2.218^19935000^44217168^4489
2хАкции^16:19:09^932.5^+12.5^+1.36%^920^914.5^910^940^927^5865^5436331^83
2хОФЗ^16:17:05^117700^+350^+0.30%^117350^117000^117000^117700^117200^181^21212700^14
AGROFRGT01^16:06:53^88^+0.19^+0.22%^87.81^87.93^87.49^88^87.88^313^275071^61
AGRO-гдр^02.12.202423:50:01^1083.8^-24^-2.17%^1107.8^1100.4^1080^1150.2^1105.8^642468^709840124^29773
AKAIETF^16:19:15^102.7^-0.16^-0.16%^102.86^102.86^101.92^102.9^102.3^258^26393^76
AKBCETF^16:20:01^95.9^+0.3^+0.31%^95.6^95.1^95^96.9^96^511^49068^72
AKFBETF^16:19:21^110.46^+0.08^+0.07%^110.38^110.38^110.24^110.55^110.52^2007992^221922030^281
AKGDETF^16:20:13^202.62^+1.62^+0.81%^201^201^199.52^203.3^200.78^63727^12852883^1665
AKHTETF^16:19:44^94.01^-0.09^-0.10%^94.1^94.1^93.17^94.1^93.3^2782^259549^83
AKMMETF^16:20:13^143.64^+0.08^+0.06%^143.56^143.64^143.63^143.65^143.64^12728366^1828359635^10633
AKMPETF^16:20:11^1.0402^+0.0003^+0.03%^1.0399^1.04^1.04^1.0404^1.0403^324046991^337114315^261529
AKPPETF^16:20:05^94.26^+1.25^+1.34%^93.01^93.05^92.9^94.26^93.83^1727^162045^79
AKQUETF^16:17:44^72.93^+0.44^+0.61%^72.49^72.49^71.91^73.14^72.49^662^47987^139
AKUPETF^16:19:55^11.47^+0.03^+0.26%^11.44^11.45^11.37^11.5^11.45^138334^1583690^1668
AMFLETF^16:18:07^107.66^-0.63^-0.58%^108.29^108.29^107.66^108.29^108.03^66^7130^23
AMGBETF^15:27:22^106.5^+0.5^+0.47%^106^106^106^106.5^106.5^106^11288^8
AMNRETF^16:20:13^126.354^+0.065^+0.05%^126.289^126.36^126.35^126.36^126.334^466788^58981371^214
